example_id                                                        | status | run_time        |
./spec/models/user_spec.rb[1:1:1:1]                               | passed | 0.01494 seconds |
./spec/models/user_spec.rb[1:1:1:2]                               | passed | 0.03691 seconds |
./spec/models/user_spec.rb[1:1:1:3]                               | passed | 0.05551 seconds |
./spec/models/user_spec.rb[1:1:1:4]                               | passed | 0.05282 seconds |
./spec/models/user_spec.rb[1:1:1:5]                               | passed | 0.02647 seconds |
./spec/models/user_spec.rb[1:1:1:6]                               | passed | 0.01515 seconds |
./spec/models/user_spec.rb[1:1:2:1]                               | passed | 0.01504 seconds |
./spec/models/user_spec.rb[1:1:2:2]                               | passed | 0.01399 seconds |
./spec/models/user_spec.rb[1:1:2:3]                               | passed | 0.014 seconds   |
./spec/models/user_spec.rb[1:1:2:4]                               | passed | 0.01444 seconds |
./spec/models/user_spec.rb[1:1:2:5]                               | passed | 0.01704 seconds |
./spec/models/user_spec.rb[1:1:2:6]                               | passed | 0.01413 seconds |
./spec/models/user_spec.rb[1:1:2:7]                               | passed | 0.01489 seconds |
./spec/models/user_spec.rb[1:1:2:8]                               | passed | 0.03368 seconds |
./spec/models/user_spec.rb[1:1:3:1]                               | passed | 0.0173 seconds  |
./spec/models/user_spec.rb[1:1:3:2]                               | passed | 0.01768 seconds |
./spec/models/user_spec.rb[1:1:3:3]                               | passed | 0.01523 seconds |
./spec/models/user_spec.rb[1:1:3:4]                               | passed | 0.01472 seconds |
./spec/models/user_spec.rb[1:1:3:5]                               | passed | 0.01407 seconds |
./spec/models/user_spec.rb[1:1:3:6]                               | passed | 0.01377 seconds |
./spec/models/user_spec.rb[1:1:4:1]                               | passed | 0.01921 seconds |
./spec/models/user_spec.rb[1:1:4:2]                               | passed | 0.02113 seconds |
./spec/models/user_spec.rb[1:1:4:3]                               | passed | 0.01796 seconds |
./spec/models/user_spec.rb[1:1:4:4]                               | passed | 0.01446 seconds |
./spec/models/user_spec.rb[1:2:1]                                 | passed | 0.0032 seconds  |
./spec/models/user_spec.rb[1:2:2]                                 | passed | 0.00344 seconds |
./spec/models/user_spec.rb[1:2:3]                                 | passed | 0.00297 seconds |
./spec/models/user_spec.rb[1:2:4]                                 | passed | 0.00307 seconds |
./spec/models/user_spec.rb[1:3:1:1]                               | passed | 0.03072 seconds |
./spec/models/user_spec.rb[1:3:2:1]                               | passed | 0.03399 seconds |
./spec/models/user_spec.rb[1:3:2:2]                               | passed | 0.0478 seconds  |
./spec/models/user_spec.rb[1:3:3:1]                               | passed | 0.01327 seconds |
./spec/models/user_spec.rb[1:4:1:1]                               | passed | 0.05088 seconds |
./spec/models/user_spec.rb[1:4:1:2]                               | passed | 0.03301 seconds |
./spec/models/user_spec.rb[1:4:1:3]                               | passed | 0.01309 seconds |
./spec/models/user_spec.rb[1:4:2:1]                               | passed | 0.01416 seconds |
./spec/models/user_spec.rb[1:4:2:2]                               | passed | 0.03465 seconds |
